noun,gender,gloss
hora,feminine,hour
horizontalidad,feminine,horizontality
horticultura,feminine,horticulture
hospitalización,feminine,hospitalization
hostilidad,feminine,hostility
humanidad,feminine,humanity
humanización,feminine,humanization
humedad,feminine,humidity
humildad,feminine,humility
humillación,feminine,humiliation
ibañez,feminine,ibanez
ibáñez,feminine,ibanez
iconografía,feminine,iconography
idea,feminine,idea
ideación,feminine,ideation
idealización,feminine,idealization
identidad,feminine,identity
identificación,feminine,identification
idiotez,feminine,idiocy
idoneidad,feminine,suitability
iglesia,feminine,church
ignición,feminine,ignition
ignorancia,feminine,ignorance
igualdad,feminine,equality
ilegalidad,feminine,illegality
ilegalización,feminine,illegalization
ilegitimidad,feminine,illegitimacy
iluminación,feminine,illumination
ilusión,feminine,illusion
ilustración,feminine,illustration
imagen,feminine,image
imaginación,feminine,imagination
imbabura,feminine,imbabura
imbecilidad,feminine,imbecility
imitación,feminine,imitation
impaciencia,feminine,impatience
imparcialidad,feminine,impartiality
impartición,feminine,distribution
impedancia,feminine,impedance
imperfección,feminine,imperfection
impertinencia,feminine,impertinence
implantación,feminine,implantation
implementación,feminine,implementation
implicación,feminine,implication
implosión,feminine,implosion
impopularidad,feminine,unpopularity
importación,feminine,importation
importancia,feminine,importance
imposibilidad,feminine,impossibility
imposición,feminine,imposition
impostura,feminine,imposture
impotencia,feminine,impotence
imprecisión,feminine,imprecision
impresora,feminine,printer
improvisación,feminine,improvisation
imprudencia,feminine,imprudence
impugnación,feminine,challenge
impulsividad,feminine,impulsiveness
impulsión,feminine,impulse
impunidad,feminine,impunity
impura,feminine,impurity
impureza,feminine,impurity
imputabilidad,feminine,imputability
imputación,feminine,imputation
inacción,feminine,inaction
inactividad,feminine,inactivity
inanición,feminine,starvation
inasistencia,feminine,absence
inaugura,feminine,inauguration
inauguración,feminine,inauguration
incapacidad,feminine,incapacity
incautación,feminine,seizure
incertidumbre,feminine,uncertainty
incidencia,feminine,incidence
incineración,feminine,incineration
incisión,feminine,incision
incitación,feminine,incitement
inclinación,feminine,inclination
inclusión,feminine,inclusion
incoherencia,feminine,incoherence
incompatibilidad,feminine,incompatibility
incompetencia,feminine,incompetence
incomprensión,feminine,misunderstanding
incomunicación,feminine,isolation
inconformidad,feminine,disagreement
incongruencia,feminine,incongruity
inconsciencia,feminine,unconsciousness
inconsistencia,feminine,inconsistency
inconstitucionalidad,feminine,unconstitutionality
incontinencia,feminine,incontinence
inconveniencia,feminine,inconvenience
incorporación,feminine,incorporation
incredulidad,feminine,incredulity
incubación,feminine,incubation
incultura,feminine,lack of culture
incumbencia,feminine,incumbency
incursión,feminine,incursion
indagación,feminine,investigation
indecencia,feminine,indecency
indecisión,feminine,indecision
indefensión,feminine,defenselessness
indefinición,feminine,definition
indemnización,feminine,indemnification
independencia,feminine,independence
indexación,feminine,indexation
indicación,feminine,indication
indiferencia,feminine,indifference
indigencia,feminine,poverty
indignación,feminine,indignation
indignidad,feminine,indignity
indiscreción,feminine,indiscretion
individualidad,feminine,individuality
individualización,feminine,individualization
indolencia,feminine,indolence
inducción,feminine,induction
indulgencia,feminine,indulgence
industria,feminine,industry
industrialización,feminine,industrialization
ineficiencia,feminine,inefficiency
ineptitud,feminine,ineptitude
inequidad,feminine,inequity
inestabilidad,feminine,instability
inexactitud,feminine,inaccuracy
inexistencia,feminine,inexistence
inexperiencia,feminine,inexperience
infalibilidad,feminine,infallibility
infancia,feminine,childhood
infección,feminine,infection
infelicidad,feminine,unhappiness
inferencia,feminine,inference
inferioridad,feminine,inferiority
infertilidad,feminine,infertility
infestación,feminine,infestation
infidelidad,feminine,infidelity
infinidad,feminine,infinity
inflación,feminine,inflation
inflamación,feminine,inflammation
inflexión,feminine,inflection
inflorescencia,feminine,inflorescence
influencia,feminine,influence
infografía,feminine,infographic
información,feminine,information
informalidad,feminine,informality
informatización,feminine,computerization
infracción,feminine,infraction
infraestructura,feminine,infrastructure
infusión,feminine,infusion
ingenuidad,feminine,naivety
ingobernabilidad,feminine,ungovernability
ingratitud,feminine,ingratitude
inhalación,feminine,inhalation
inhibición,feminine,inhibition
inhumación,feminine,burial
inhumanidad,feminine,inhumanity
iniciación,feminine,initiation
iniquidad,feminine,iniquity
injerencia,feminine,interference
inmadura,feminine,immaturity
inmadurez,feminine,immaturity
inmediatez,feminine,immediacy
inmensidad,feminine,immensity
inmersión,feminine,immersion
inmigración,feminine,immigration
inminencia,feminine,imminence
inmolación,feminine,immolation
inmoralidad,feminine,immorality
inmortalidad,feminine,immortality
inmovilidad,feminine,immobility
inmovilización,feminine,immobilization
inmunidad,feminine,immunity
inmunización,feminine,immunization
inmunodeficiencia,feminine,immunodeficiency
inmunología,feminine,immunology
innovación,feminine,innovation
inocencia,feminine,innocence
inocuidad,feminine,harmlessness
inoculación,feminine,inoculation
inoperancia,feminine,inoperativeness
inquietud,feminine,anxiety
inquisición,feminine,inquisition
insatisfacción,feminine,dissatisfaction
inscripción,feminine,registration
insegura,feminine,insecurity
inseguridad,feminine,insecurity
inseminación,feminine,insemination
insensatez,feminine,foolishness
insensibilidad,feminine,insensitivity
inserción,feminine,insertion
insignificancia,feminine,insignificance
insinuación,feminine,insinuation
insistencia,feminine,persistence
insolación,feminine,sunstroke
insolencia,feminine,insolence
insolvencia,feminine,insolvency
inspección,feminine,inspection
instalación,feminine,installation
instancia,feminine,instance
instaura,feminine,establishment
instauración,feminine,institution
instigación,feminine,instigation
institucionalidad,feminine,institutionality
institucionalización,feminine,institutionalization
institución,feminine,institution
instrucción,feminine,instruction
instrumentación,feminine,instrumentation
instrumentalización,feminine,instrumentalization
insubordinación,feminine,insubordination
insuficiencia,feminine,insufficiency
insurgencia,feminine,insurgency
insurrección,feminine,insurrection
integración,feminine,integration
integridad,feminine,integrity
inteligencia,feminine,intelligence
intencionalidad,feminine,intentionality
intención,feminine,intention
intendencia,feminine,administration
intensidad,feminine,intensity
intensificación,feminine,intensification
intensión,feminine,tension
interacción,feminine,interaction
interactividad,feminine,interactivity
intercepción,feminine,interception
interceptación,feminine,interception
intercesión,feminine,intercession
interconexión,feminine,interconnection
interculturalidad,feminine,interculturality
interdependencia,feminine,interdependence
interdicción,feminine,interdiction
interlocución,feminine,conversation
intermediación,feminine,intermediation
internacionalización,feminine,internationalization
internación,feminine,hospitalization
interoperabilidad,feminine,interoperability
interpelación,feminine,interpellation
interposición,feminine,interposition
interpretación,feminine,interpretation
interrelación,feminine,interrelation
interrogación,feminine,interrogation
interrupción,feminine,interruption
intersección,feminine,intersection
intervención,feminine,intervention
intimidación,feminine,intimidation
intimidad,feminine,intimacy
intolerancia,feminine,intolerance
intoxicación,feminine,intoxication
intranquilidad,feminine,restlessness
intransigencia,feminine,intransigence
introducción,feminine,introduction
intromisión,feminine,interference
introspección,feminine,introspection
intrusión,feminine,intrusion
intubación,feminine,intubation
intuición,feminine,intuition
inundación,feminine,flooding
inutilidad,feminine,uselessness
invalidez,feminine,invalidity
invasión,feminine,invasion
invención,feminine,invention
inversión,feminine,investment
investigación,feminine,investigation
inviabilidad,feminine,infeasibility
inviolabilidad,feminine,inviolability
invisibilidad,feminine,invisibility
invitación,feminine,invitation
invocación,feminine,invocation
involución,feminine,involution
inyección,feminine,injection
ionización,feminine,ionization
irracionalidad,feminine,irrationality
irradiación,feminine,irradiation
irregularidad,feminine,irregularity
irrelevancia,feminine,irrelevance
irresponsabilidad,feminine,irresponsibility
irreverencia,feminine,irreverence
irrigación,feminine,irrigation
irritabilidad,feminine,irritability
irritación,feminine,irritation
irrupción,feminine,irruption
isis,feminine,isis
isla,feminine,island
iteración,feminine,iteration
jefatura,feminine,leadership
jerarquización,feminine,hierarchization
jerez,feminine,sherry
jimenez,feminine,jimenez
jiménez,feminine,jimenez
jornada,feminine,working day
juarez,feminine,juarez
jubilación,feminine,retirement
judicatura,feminine,judiciary
judicialización,feminine,judicialization
jugabilidad,feminine,playability
jungla,feminine,jungle
jura,feminine,oath
juramentación,feminine,swearing-in
jurisdicción,feminine,jurisdiction
jurisprudencia,feminine,jurisprudence
justicia,feminine,justice
justificación,feminine,justification
juventud,feminine,youth
juárez,feminine,juarez
labranza,feminine,farming
lactancia,feminine,lactation
laicidad,feminine,secularity
laminación,feminine,lamination
lana,feminine,wool
lancia,feminine,lance
lanza,feminine,spear
latencia,feminine,latency
latitud,feminine,latitude
laura,feminine,laura
lealtad,feminine,loyalty
lección,feminine,lesson
leche,feminine,milk
lectura,feminine,reading
legación,feminine,legation
legalidad,feminine,legality
legalización,feminine,legalization
legislación,feminine,legislation
legislatura,feminine,legislature
legitimación,feminine,legitimation
legitimidad,feminine,legitimacy
legumbre,feminine,legume
lentitud,feminine,slowness
letalidad,feminine,lethality
levedad,feminine,lightness
levitación,feminine,levitation
ley,feminine,law
liberalización,feminine,liberalization
libertad,feminine,freedom
licencia,feminine,license
licenciatura,feminine,bachelor's degree
licitación,feminine,bidding
licitud,feminine,legitimacy
ligadura,feminine,ligature
ligereza,feminine,lightness
limitación,feminine,limitation
limpieza,feminine,cleanliness
linealidad,feminine,linearity
liposucción,feminine,liposuction
liquidación,feminine,liquidation
liquidez,feminine,liquidity
lisis,feminine,lysis
lista,feminine,list
litografía,feminine,lithography
liviandad,feminine,frivolity
lixiviación,feminine,leaching
llama,feminine,flame
llanura,feminine,plain
llave,feminine,key
lluvia,feminine,rain
locación,feminine,location
localización,feminine,localization
locomoción,feminine,locomotion
locución,feminine,speech
longevidad,feminine,longevity
longitud,feminine,longitude
lopez,feminine,lopez
lubricación,feminine,lubrication
lucidez,feminine,lucidity
lumbre,feminine,firelight
luna,feminine,moon
luxación,feminine,dislocation
luz,feminine,light
lámpara,feminine,lamp
línea,feminine,line
lópez,feminine,lopez
madera,feminine,wood
madura,feminine,ripe
maduración,feminine,ripening
madurez,feminine,maturity
maestranza,feminine,workshop
magistratura,feminine,magistracy
magnificencia,feminine,magnificence
magnitud,feminine,magnitude
majestuosidad,feminine,majesty
maldición,feminine,curse
maleza,feminine,weed
malnutrición,feminine,malnutrition
malversación,feminine,embezzlement
mancomunidad,feminine,commonwealth
manera,feminine,way
manicura,feminine,manicure
manifestación,feminine,manifestation
maniobrabilidad,feminine,maneuverability
manipulación,feminine,manipulation
mansedumbre,feminine,gentleness
mansión,feminine,mansion
mantención,feminine,maintenance
manufactura,feminine,manufacture
manutención,feminine,maintenance
marca,feminine,brand
marcación,feminine,marking
marginación,feminine,marginalization
marginalidad,feminine,marginality
marquez,feminine,marquez
martinez,feminine,martinez
martínez,feminine,martinez
masa,feminine,mass
masificación,feminine,massification
masticación,feminine,mastication
masturbación,feminine,masturbation
matanza,feminine,slaughter
matemática,feminine,mathematics
materia,feminine,matter
materialidad,feminine,materiality
materialización,feminine,materialization
maternidad,feminine,maternity
matriculación,feminine,enrollment
matriz,feminine,matrix
maura,feminine,maura
maximización,feminine,maximization
mayagüez,feminine,mayag眉ez
mecanización,feminine,mechanization
mecanografía,feminine,typewriting
mediación,feminine,mediation
medicación,feminine,medication
medicina,feminine,medicine
medición,feminine,measurement
mediocridad,feminine,mediocrity
meditación,feminine,meditation
meléndez,feminine,melendez
memoria,feminine,memory
memorización,feminine,memorization
mención,feminine,mention
mendez,feminine,mendez
meningitis,feminine,meningitis
menstruación,feminine,menstruation
mensualidad,feminine,monthly payment
mentalidad,feminine,mentality
mente,feminine,mind
menéndez,feminine,menendez
mercantilización,feminine,commercialization
merindad,feminine,demesne
meritocracia,feminine,meritocracy
mesa,feminine,table
mesura,feminine,moderation
metamorfosis,feminine,metamorphosis
meteorología,feminine,meteorology
metodología,feminine,methodology
metrología,feminine,metrology
metástasis,feminine,metastasis
meza,feminine,meza
mezcla,feminine,mixture
mezcolanza,feminine,hotchpotch
mezquindad,feminine,meanness
microbiología,feminine,microbiology
migración,feminine,migration
militancia,feminine,militancy
militarización,feminine,militarization
mineralogía,feminine,mineralogy
miniatura,feminine,miniature
minimización,feminine,minimization
minuciosidad,feminine,meticulousness
misión,feminine,mission
mistura,feminine,mixture
mitad,feminine,half
mitigación,feminine,mitigation
mitología,feminine,mythology
mitosis,feminine,mitosis
miura,feminine,miura
mixtura,feminine,mixture
moción,feminine,motion
modalidad,feminine,modality
moderación,feminine,moderation
modernidad,feminine,modernity
modernización,feminine,modernization
modificación,feminine,modification
modulación,feminine,modulation
moldura,feminine,molding
moneda,feminine,currency
monetización,feminine,monetization
monitorización,feminine,monitoring
monografía,feminine,monograph
monstruosidad,feminine,monstrosity
montaña,feminine,mountain
montura,feminine,mount
moralidad,feminine,morality
morbilidad,feminine,morbidity
morfología,feminine,morphology
morosidad,feminine,sluggishness
mortalidad,feminine,mortality
mortandad,feminine,death toll
motilidad,feminine,motility
motivación,feminine,motivation
motocicleta,feminine,motorcycle
motricidad,feminine,motor skill
moura,feminine,moura
movilidad,feminine,mobility
movilización,feminine,mobilization
muchedumbre,feminine,crowd
mudanza,feminine,move
muestra,feminine,sample
multiculturalidad,feminine,multiculturality
multiplicación,feminine,multiplication
multiplicidad,feminine,multiplicity
multitud,feminine,multitude
municipalidad,feminine,municipality
municipalización,feminine,municipalization
munición,feminine,ammunition
mura,feminine,mura
musculatura,feminine,musculature
musicalidad,feminine,musicality
musicalización,feminine,musicalization
musicología,feminine,musicology
mutación,feminine,mutation
mutilación,feminine,mutilation
mutualidad,feminine,mutuality
máquina,feminine,machine
márquez,feminine,marquez
méndez,feminine,mendez
música,feminine,music
nacionalidad,feminine,nationality
nacionalización,feminine,nationalization
nación,feminine,nation
nakamura,feminine,nakamura
nanotecnología,feminine,nanotechnology
narración,feminine,narration
narváez,feminine,narvaez
natación,feminine,swimming
natalidad,feminine,natality
natividad,feminine,nativity
natura,feminine,nature
naturaleza,feminine,nature
naturalización,feminine,naturalization
navegación,feminine,navigation
navidad,feminine,christmas
necedad,feminine,foolishness
necesidad,feminine,necessity
necrosis,feminine,necrosis
negación,feminine,negation
negatividad,feminine,negativity
negligencia,feminine,negligence
negociación,feminine,negotiation
negrura,feminine,blackness
neurociencia,feminine,neuroscience
neurología,feminine,neurology
neurosis,feminine,neurosis
neutralidad,feminine,neutrality
neza,feminine,neza
nieve,feminine,snow
nimiedad,feminine,timidity
nitidez,feminine,sharpness
niñez,feminine,childhood
nobleza,feminine,nobility
noche,feminine,night
noción,feminine,notion
nocturnidad,feminine,nocturnality
nomenclatura,feminine,nomenclature
nominación,feminine,nomination
norma,feminine,norm
normalidad,feminine,normality
normalización,feminine,normalization
normatividad,feminine,normativity
notación,feminine,notation
noticia,feminine,news
notificación,feminine,notification
notoriedad,feminine,notoriety
novedad,feminine,novelty
novela,feminine,novel
nube,feminine,cloud
nuez,feminine,walnut
nulidad,feminine,nullity
numancia,feminine,numantia
numeración,feminine,numbering
numerología,feminine,numerology
nutrición,feminine,nutrition
nuñez,feminine,nunez
némesis,feminine,nemesis
núñez,feminine,nunez
obediencia,feminine,obedience
obertura,feminine,opening
obesidad,feminine,obesity
objeción,feminine,objection
objetividad,feminine,objectivity
obligación,feminine,obligation
obligatoriedad,feminine,mandatoriness
obra,feminine,work
obscenidad,feminine,obscenity
obscura,feminine,darkness
observación,feminine,observation
observancia,feminine,compliance
obsesión,feminine,obsession
obsolescencia,feminine,obsolescence
obstrucción,feminine,obstruction
obtención,feminine,acquisition
obviedad,feminine,obviousness
oceanografía,feminine,oceanography
oclusión,feminine,occlusion
ocultación,feminine,concealment
ocupación,feminine,occupation
ocurrencia,feminine,occurrence
odontología,feminine,dentistry
oferta,feminine,offer
oficialidad,feminine,officialdom
oficina,feminine,office
oftalmología,feminine,ophthalmology
ola,feminine,wave
omisión,feminine,omission
omnipresencia,feminine,omnipresence
oncología,feminine,oncology
onda,feminine,wave
ontología,feminine,ontology
opacidad,feminine,opacity
opción,feminine,option
operación,feminine,operation
operatividad,feminine,operability
opinión,feminine,opinion
oportunidad,feminine,opportunity
oposición,feminine,opposition
opresión,feminine,oppression
optimización,feminine,optimization
opulencia,feminine,opulence
oración,feminine,prayer
oralidad,feminine,orality
ordenación,feminine,ordination
ordenanza,feminine,ordinance
ordoñez,feminine,ordonez
ordóñez,feminine,ordonez
orfandad,feminine,orphanhood
organización,feminine,organization
orientación,feminine,orientation
originalidad,feminine,originality
ornamentación,feminine,ornamentation
orografía,feminine,orography
oropeza,feminine,oropeza
orquestación,feminine,orchestration
ortografía,feminine,spelling
oscilación,feminine,oscillation
oscura,feminine,darkness
oscuridad,feminine,darkness
ostentación,feminine,ostentation
osteoporosis,feminine,osteoporosis
otitis,feminine,otitis
ovación,feminine,ovation
ovulación,feminine,ovulation
oxidación,feminine,oxidation
oxigenación,feminine,oxygenation
paciencia,feminine,patience
pacificación,feminine,pacification
palabra,feminine,word
palencia,feminine,palencia
paleontología,feminine,paleontology
pancreatitis,feminine,pancreatitis
pantalla,feminine,screen
panza,feminine,belly
paralización,feminine,paralysis
parcialidad,feminine,partiality
pared,feminine,wall
paridad,feminine,parity
parte,feminine,part
participación,feminine,participation
partición,feminine,partition
particularidad,feminine,particularity
partitura,feminine,musical score
parálisis,feminine,paralysis
paréntesis,feminine,parenthesis
pasividad,feminine,passivity
pasión,feminine,passion
paternidad,feminine,paternity
patología,feminine,pathology
pavimentación,feminine,pavement construction
paz,feminine,peace
peculiaridad,feminine,peculiarity
pedicura,feminine,pedicure
peláez,feminine,pelaez
película,feminine,film
penalidad,feminine,penalty
penalización,feminine,penalization
penetración,feminine,penetration
penitencia,feminine,penance
pensión,feminine,pension
percepción,feminine,perception
percusión,feminine,percussion
perdición,feminine,ruin
perdura,feminine,durability
peregrinación,feminine,pilgrimage
perez,feminine,perez
pereza,feminine,laziness
perfección,feminine,perfection
perforación,feminine,perforation
perfusión,feminine,perfusion
periodicidad,feminine,periodicity
peritonitis,feminine,peritonitis
permacultura,feminine,permaculture
permanencia,feminine,permanence
permeabilidad,feminine,permeability
permisividad,feminine,permissiveness
perpetuación,feminine,perpetuation
perpetuidad,feminine,perpetuity
perplejidad,feminine,perplexity
persecución,feminine,persecution
perseverancia,feminine,perseverance
persistencia,feminine,persistence
personalidad,feminine,personality
personalización,feminine,personalization
personificación,feminine,personification
persuasión,feminine,persuasion
pertenencia,feminine,membership
pertinencia,feminine,pertinence
perversidad,feminine,perversity
perversión,feminine,perversion
pervivencia,feminine,survival
pesadez,feminine,heaviness
pestilencia,feminine,pestilence
petición,feminine,petition
picadura,feminine,bite
piedad,feminine,piety
piedra,feminine,stone
pieza,feminine,piece
pigmentación,feminine,pigmentation
pintura,feminine,painting
piscina,feminine,swimming pool
piura,feminine,piura
planeación,feminine,planning
planificación,feminine,planning
planta,feminine,plant
plasencia,feminine,plasencia
plasticidad,feminine,plasticity
plataforma,feminine,platform
playa,feminine,beach
plaza,feminine,square
plenitud,feminine,fullness
pluma,feminine,pen
pluralidad,feminine,plurality
población,feminine,population
pobreza,feminine,poverty
poción,feminine,potion
poesía,feminine,poetry
polaridad,feminine,polarity
polarización,feminine,polarization
polinización,feminine,pollination
poliomielitis,feminine,poliomyelitis
polución,feminine,pollution
ponderación,feminine,deliberation
ponencia,feminine,presentation
popularidad,feminine,popularity
popularización,feminine,popularization
pornografía,feminine,pornography
porosidad,feminine,porosity
portabilidad,feminine,portability
portación,feminine,transportation
posesión,feminine,possession
posibilidad,feminine,possibility
posiblidad,feminine,possibility
posición,feminine,position
positividad,feminine,positivity
posmodernidad,feminine,postmodernity
posproducción,feminine,post-production
postergación,feminine,postponement
posteridad,feminine,posterity
posterioridad,feminine,posteriority
postproducción,feminine,post-production
postulación,feminine,postulation
potencia,feminine,power
potenciación,feminine,enhancement
potencialidad,feminine,potentiality
potestad,feminine,authority
practicidad,feminine,practicality
precariedad,feminine,precariousness
precarización,feminine,precarization
precaución,feminine,precaution
precedencia,feminine,precedence
preciosidad,feminine,costliness
precipitación,feminine,precipitation
precisión,feminine,precision
predicación,feminine,preaching
predicción,feminine,prediction
predilección,feminine,predilection
predisposición,feminine,predisposition
predominancia,feminine,predominance
preeminencia,feminine,preeminence
prefectura,feminine,prefecture
preferencia,feminine,preference
pregunta,feminine,question
prelación,feminine,precedence
prematura,feminine,prematurity
premeditación,feminine,premeditation
premiación,feminine,awarding
premonición,feminine,premonition
premura,feminine,haste
prensa,feminine,press
preocupación,feminine,concern
preparación,feminine,preparation
preponderancia,feminine,preponderance
prepotencia,feminine,arrogance
prescripción,feminine,prescription
preselección,feminine,preselection
presencia,feminine,presence
presentación,feminine,presentation
preservación,feminine,preservation
presidencia,feminine,presidency
presión,feminine,pressure
prestación,feminine,service
presunción,feminine,presumption
pretensión,feminine,claim
prevalencia,feminine,prevalence
prevaricación,feminine,perjury
prevención,feminine,prevention
previsibilidad,feminine,foreseeability
previsión,feminine,forecast
prioridad,feminine,priority
priorización,feminine,prioritization
prisión,feminine,prison
privacidad,feminine,privacy
privación,feminine,deprivation
privatización,feminine,privatization
probabilidad,feminine,probability
probidad,feminine,integrity
procedencia,feminine,origin
procesión,feminine,procession
procreación,feminine,procreation
procura,feminine,procurement
procuración,feminine,agency
productividad,feminine,productivity
proeza,feminine,feat
profanación,feminine,desecration
profesionalidad,feminine,professionalism
profesión,feminine,profession
profundidad,feminine,depth
profundización,feminine,deepening
profusión,feminine,profusion
programación,feminine,programming
progresividad,feminine,progressiveness
progresión,feminine,progression
prohibición,feminine,prohibition
proliferación,feminine,proliferation
prolongación,feminine,extension
prominencia,feminine,prominence
promiscuidad,feminine,promiscuity
promoción,feminine,promotion
promulgación,feminine,promulgation
prontitud,feminine,promptness
pronunciación,feminine,pronunciation
propagación,feminine,propagation
propensión,feminine,propensity
propiedad,feminine,property
proporcionalidad,feminine,proportionality
proporción,feminine,proportion
proposición,feminine,proposition
propulsión,feminine,propulsion
proscripción,feminine,ban
prospección,feminine,exploration
prosperidad,feminine,prosperity
prostitución,feminine,prostitution
protección,feminine,protection
protuberancia,feminine,protuberance
providencia,feminine,providence
provincia,feminine,province
provisión,feminine,provision
provocación,feminine,provocation
proximidad,feminine,proximity
proyección,feminine,projection
prudencia,feminine,prudence
prueba,feminine,test
práctica,feminine,practice
prótesis,feminine,prosthesis
pseudociencia,feminine,pseudoscience
psicoanálisis,feminine,psychoanalysis
psicología,feminine,psychology
psicopatología,feminine,psychopathology
psicosis,feminine,psychosis
psoriasis,feminine,psoriasis
pubertad,feminine,puberty
publicación,feminine,publication
publicidad,feminine,advertising
puericultura,feminine,childcare
puerta,feminine,door
pujanza,feminine,vigor
pulcritud,feminine,neatness
pulsación,feminine,pulsation
pulsión,feminine,impulse
pulverización,feminine,pulverization
punción,feminine,puncture
puntuación,feminine,punctuation
puntualidad,feminine,punctuality
pura,feminine,pure
pureza,feminine,purity
purificación,feminine,purification
purpura,feminine,purpura
putrefacción,feminine,putrefaction
páez,feminine,paez
página,feminine,page
pérez,feminine,perez
púrpura,feminine,purple
quemadura,feminine,burn
querencia,feminine,affection
quietud,feminine,quietness
quilicura,feminine,quilicura
quintaesencia,feminine,quintessence
racionalidad,feminine,rationality
racionalización,feminine,rationalization
ración,feminine,ration
radiación,feminine,radiation
radiactividad,feminine,radioactivity
radicalidad,feminine,radicality
radicalización,feminine,radicalization
radio,feminine,radio
radioactividad,feminine,radioactivity
radiodifusión,feminine,broadcasting
radiofrecuencia,feminine,radiofrequency
radiografía,feminine,radiography
radiología,feminine,radiology
radiotelevisión,feminine,radio and television
rama,feminine,branch
ramificación,feminine,ramification
ramirez,feminine,ramirez
ramírez,feminine,ramirez
rancia,feminine,rancidity
ranura,feminine,groove
rapidez,feminine,speed
rareza,feminine,rarity
ratificación,feminine,ratification
razonabilidad,feminine,reasonableness
razón,feminine,reason
reabsorción,feminine,reabsorption
reacción,feminine,reaction
reactivación,feminine,reactivation
reactividad,feminine,reactivity
readmisión,feminine,readmission
reafirmación,feminine,reaffirmation
realeza,feminine,royalty
realidad,feminine,reality
reanimación,feminine,resuscitation
reanudación,feminine,resumption
reaparición,feminine,reappearance
reapertura,feminine,reopening
reasignación,feminine,reassignment
recapitulación,feminine,recapitulation
recaudación,feminine,collection
recepción,feminine,reception
recesión,feminine,recession
receta,feminine,prescription
reciprocidad,feminine,reciprocity
recitación,feminine,recitation
reclamación,feminine,claim
reclusión,feminine,seclusion
recolección,feminine,collection
recombinación,feminine,recombination
recomendación,feminine,recommendation
recomposición,feminine,recomposition
reconciliación,feminine,reconciliation
reconfiguración,feminine,reconfiguration
reconsideración,feminine,reconsideration
reconstitución,feminine,reconstitution
reconstrucción,feminine,reconstruction
reconversión,feminine,conversion
recopilación,feminine,compilation
recordad,feminine,reminder
recreación,feminine,recreation
rectificación,feminine,rectification
rectitud,feminine,rectitude
recuperación,feminine,recovery
recurrencia,feminine,recurrence
recusación,feminine,refusal
red,feminine,network
redacción,feminine,writing
redefinición,feminine,redefinition
redención,feminine,redemption
redirección,feminine,redirection
redistribución,feminine,redistribution
reducción,feminine,reduction
redundancia,feminine,redundancy
reedición,feminine,reissue
reeducación,feminine,re-education
reelección,feminine,reelection
reencarnación,feminine,reincarnation
reescritura,feminine,rewriting
reestructura,feminine,restructure
reestructuración,feminine,restructuring
reevaluación,feminine,reevaluation
refacción,feminine,repair
referencia,feminine,reference
refinación,feminine,refinement
reflexión,feminine,reflection
reforestación,feminine,reforestation
reforma,feminine,reform
reformulación,feminine,reformulation
refracción,feminine,refraction
refrigeración,feminine,refrigeration
refundación,feminine,refoundation
regencia,feminine,regency
regeneración,feminine,regeneration
regionalización,feminine,regionalization
región,feminine,region
regla,feminine,rule
reglamentación,feminine,regulation
regresión,feminine,regression
regulación,feminine,regulation
regularidad,feminine,regularity
regularización,feminine,regularization
rehabilitación,feminine,rehabilitation
reincidencia,feminine,recidivism
reincorporación,feminine,reincorporation
reinserción,feminine,reintegration
reintegración,feminine,reintegration
reinterpretación,feminine,reinterpretation
reinversión,feminine,reinvestment
reiteración,feminine,reiteration
reivindicación,feminine,claim
relación,feminine,relationship
relajación,feminine,relaxation
relatividad,feminine,relativity
relectura,feminine,rereading
relevancia,feminine,relevance
religiosidad,feminine,religiosity
relocalización,feminine,relocation
remembranza,feminine,remembrance
reminiscencia,feminine,reminiscence
remisión,feminine,remission
remoción,feminine,removal
remodelación,feminine,remodeling
remuneración,feminine,remuneration
renegociación,feminine,renegotiation
renovación,feminine,renovation
renta,feminine,income
rentabilidad,feminine,profitability
renuencia,feminine,hesitation
reordenación,feminine,rearrangement
reorganización,feminine,reorganization
reorientación,feminine,reorientation
reparación,feminine,repair
repartición,feminine,distribution
repatriación,feminine,repatriation
repercusión,feminine,repercussion
repetición,feminine,repetition
replicación,feminine,replication
repoblación,feminine,repopulation
reposición,feminine,replacement
representación,feminine,representation
reprobación,feminine,disapproval
reproducción,feminine,reproduction
reprogramación,feminine,reprogramming
repugnancia,feminine,repugnance
repulsión,feminine,repulsion
reputación,feminine,reputation
rescisión,feminine,rescission
resección,feminine,resection
reservación,feminine,reservation
residencia,feminine,residence
resignación,feminine,resignation
resiliencia,feminine,resilience
resistencia,feminine,resistance
resocialización,feminine,resocialization
resolución,feminine,resolution
resonancia,feminine,resonance
respetabilidad,feminine,respectability
respiración,feminine,respiration
responsabilidad,feminine,responsibility
respuesta,feminine,response
restaura,feminine,restore
restauración,feminine,restoration
restitución,feminine,restitution
restricción,feminine,restriction
restructuración,feminine,restructuring
resurrección,feminine,resurrection
retención,feminine,retention
reticencia,feminine,reticence
retracción,feminine,contraction
retractación,feminine,retraction
retransmisión,feminine,retransmission
retribución,feminine,remuneration
retroactividad,feminine,retroactivity
retroalimentación,feminine,feedback
reubicación,feminine,relocation
reunificación,feminine,reunification
reurbanización,feminine,reurbanization
reutilización,feminine,reuse
revalidación,feminine,revalidation
revalorización,feminine,revaluation
reverencia,feminine,reverence
reversión,feminine,reversion
revisión,feminine,revision
